lfdn,v_279
41,"Some people in the group have learned different ways of speaking in terms of software engineering and requirements analysis, which is making it difficult to properly document our project."
48,Losing track of where requirements are located. Causes developer to assume
58,mistrust
76,Typical behaviour/issue. 
81,Customer over-expectations
91,don't know
93,no uniform processes; lack of knowledge of the own process
97,Budget
106,Lack of quality time
119,customer unaware of design issues
120,Reuse approach
126,Cost reduction Limited staffed
129,Insufficient probing to draw out these requirements
141,there is a layer between SMEs and project team
144,"Anything seems feasible, but technical implementation may be extremely difficult, and engineers tend to underestimate the effort it will take to accomplish something"
146,think they can make do without the user. WRONG!
147,Roles and responsibilities are unclear
149,Lack of hard project management
150,Communication styles and misinterpretations
160,too expensive
163,Previous business analyst inexperienced; previous BA bullied by development team
165,time elapse between specification writing and commissioning (several years)
167,Competence
168,The project's unclear demands make the workload difficult to guage.
170,scarce documentation
179,Do not provide enough information
182,Changing
188,The Product Owner have zero Technical Knowledge and does not understand important decisions that need to be taken.
199,Supoport for these shortcuts
203,Answer same with the above
205,combination of Moving Targets and BAs (an PMs) without power to enforce rational process
208,see timeboxing
210,requirements are not well taken
213,High level of requirements.  Business representatives and business project manager sometimes do not consider all related issues and requirements
215,"NFR have not been documented, NFR are not being adressed by business analysts as they are always vague, individual expectaions have not been consolidated"
217,poor communication
230,Some requirements require experience in the field to be able to complete them. Therefore when someone is new to the project they have a bigger learning curve.
231,Inexperienced team members in RE
239,Same as above 
249,Lots of egos; Each member comes from a different background
259,misunderstand
263,weak processes; complexity of project
267,Not enough time
268,Goals in different teams are not clear
278,lack of leadership capability
283,hard to carry our precise performance testing
291,No always allowed to speak directly to the customer
295,Changing phases of supported programme
297,Business environment ;work culture
304,strong division structure;  silo thinking 
310,busy customer with too many other projects running at the same time
313,"Although all team members are meant to review requirements, time pressure means some team members do not consider them properly."
330,"Many departments involved in the project, regulation"
355,new unexperienced team members
359,"Because domain knowledge is insufficient, misunderstand specification."
364,new product replaces jobs; employees have to learn sth. new; the (new) project is not accepted by the management 
370,requirments not in line with other similar products; change of their strategy
377,Underestimating time requirements at the beginning of the project
378,missing assignement of expected business value to requirement
384,customer does not think through the consequences of each business requirement; expect clarification of underspecified requirements by Business Analyst in workshops with customer
387,Because of changing legacy or interfaces
393,too many levels between end users and developers
416,HR-planning/ delayed test environments
420,sometimes weak orderer of the project
425,Customer does not get what he need in time.
427,Bad ways of working
437,lack of customer involvement; lack of planning
442,risk aversion caused by patterns of business: reputational risk is very careful
444,"Times promised limit the scope and the cost, but we do not want to touch either of them."
446,waste of time
453,He/She doesn't pay attention at first
461,"lack of time; client does not provide complete information, a feature / product it sold, but it does not have"
467,lack of forums to talk and communicate problems and others
468,The client is not very good at stating its needs.
479,No glossary; The glossary is there but no one reads it; Glossary is to big
482,Sometimes proactive communication is missing 
485,It is always required to cover as much as possible.
489,not enough time
511,Moving targets
512,not educated enough into the process and therefore does not understand the importance of commitment
518,The client is usually lazy and sends the information of what they want a couple of days before the deadlines
523,There is no meeting to give an overview the business area
524,Lack of requirements review
525,Unrealistic time setting of the projects;lack of resources over time
534,Little time to define it
545,market
549,Sometimes additional requirements only occur once you delve deeper into the initial requirements
570,cultural differences; language differences; geographical separation; getting the right information to everybody that needs it
572,no standard for requirements defined
573,Makes it difficult to fully understand customers' requirements
586,X thougt Y knew or thouhgt Y should know instead of asking 
626,New team for project
637,Lack of tool for requirement documentation.
640,Conflicting priorities internally and deployment of changes that impact the project and vice versa; poor customer relations
649,time and cost restraints
661,It is a general customer characteristic
663,Rising preasure of digitalisation
676,The client does not clearly specify its needs
684,Things can be built in the wrong way
694,lack of communication skills ; lack of soft skills in general that affect team interactions
710,"customers not able/willing to allocate time to review requirements and analysis with the product owner,too many stakeholders in the customer's organization"
719,A methodology is not used
722,It happens
723,No idea
729,"The client went to work with spreadsheets to start working with a system, leading to some users (did not occur in all cases), to try to reproduce the forms instead of looking for the best solution"
740,Customer's interpretation problems
742,working silos
758,For some products we rely quite a bit on customer's intuition
768,company privacy policy takes longer to get information
786,Makes the UI difficult to use.
819,The client itself does not understand
830,"customer had some strong ideas on HOW they wanted the solution but were eventually open to other suggestions once the implications of their proposed solution  (often a performance hit, or poor user experience) were explained."
847,Not enough technical involvement early on/prototyping
849,client wants the new version has it that the first version had the new features +
851,"lack of commitment to the project, they do not feel part of"
856,"Systems with more than 30 years of use by the customer, little documentation and difficulty in understanding the rules for new team members"
864,inefficiency in extracting requirements from the business analyst
865,Lack of objectivity
868,lack of models and techniques that increase the effectiveness of communication
870,Lack of guidance needed
876,the customer just request a feature automatically
879,abstract requirements allow taking wrong decisions.
880,Laws and ordinances that change.
894,We do not have the vision of the impacts of a change in a requirement
896,not request features Implementation
900,"Sometimes there are inconsistencies with previous requirements, which also originate goals changes"
901,because of the unavailability of customer assumes the risk of building requirements with minimal information
909,Error in the estimates and deadlines set by the management according to the company and market strategies
910,no proper tools
912,Customer and information access is limited by time typically.
916,unapproved and not elicited requirements 
917,"insufficient time for gathering requirements, insufficient customer time, lack of customer commitment for approval of requirements / versions of the system"
918,Client does not know the operation of his process;
921,Lack of time and a process directed to keep the requirements well specified and detailed 
923,productive capability is restricted for lack of resources
924,superficial understanding of the business
928,Professionals not able to generate the requirements.
929,leadership deficiencies
930,The customer changes the scope of the requirement during development
933,poorly written and poorly detailed requirements.
945,Low formalization in the communication about requirements
947,"if something does not work immediately, customers move to other targets"
952,they not aware and need more demand
956,NP
958,busy managers do not prioritize other meetings with IT.
959,In some cases the term is not determined by the team but by an external factor.
984,Regulatory and mainly resources for innovation
985,"The domain is gastronomy (food and health), but none have knowledge about this topic"
987,more time required
990,Lack of definition of key requirements
997,lack of knowledge of who are involved
1006,Delay in required feedback
1010,not reviewed by testers
1011,Many different views or expectations of the employees on the customer side.
1012,The goals are being comprimized during the project.
1014,less communication
1017,single point of contact with the customer not keeping up with the project after it begins
1021,no expertise with customer business 
1031,features are implemented to amortize on various projects or to create a customer need.
1033,The team must have covenants or combinations in the use of a methodology that fosters communication and proactiveness
1039,Not understood by the team or not informed by the customer
1051,Insufficient customer involvement
1055,some NFR are very difficult to measure 
1062,spend less time in eliciting the requirements
1064,Lack of requirement engineering competence:Lack of project management competence
1065,Stakeholders missed to make requirements
